Age Group,Week,Time Period,Year,Note,State,Avg. Number of Deaths
65-74 years,12,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11796
65-74 years,13,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12239
65-74 years,14,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14409
65-74 years,15,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15841
65-74 years,16,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15036
65-74 years,17,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14135
65-74 years,18,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13669
65-74 years,19,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13075
65-74 years,20,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12558
65-74 years,21,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12000
65-74 years,22,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11779
65-74 years,23,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11564
65-74 years,24,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11499
65-74 years,25,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11529
65-74 years,26,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11509
65-74 years,27,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11820
65-74 years,28,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12549
65-74 years,29,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12635
65-74 years,30,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13018
65-74 years,31,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13075
65-74 years,32,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12827
65-74 years,33,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12931
65-74 years,34,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12740
65-74 years,35,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12163
65-74 years,36,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12100
65-74 years,37,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11868
65-74 years,38,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12109
65-74 years,39,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12109
65-74 years,40,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12094
65-74 years,41,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12312
65-74 years,42,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12190
65-74 years,43,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12246
65-74 years,44,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12890
65-74 years,45,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13457
65-74 years,46,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13778
65-74 years,47,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14487
65-74 years,48,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14806
65-74 years,49,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15470
65-74 years,50,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15904
65-74 years,51,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16456
65-74 years,52,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16545
65-74 years,53,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17332
65-74 years,1,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17254
65-74 years,2,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17542
65-74 years,3,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16923
65-74 years,4,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15877
65-74 years,5,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15591
65-74 years,6,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14235
65-74 years,7,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13819
65-74 years,8,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12972
65-74 years,9,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11614
65-74 years,10,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,10713
65-74 years,11,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,9442
75-84 years,1,2015-2019,2019,  ,United States,13947
75-84 years,2,2015-2019,2019,  ,United States,14203
75-84 years,3,2015-2019,2019,  ,United States,14124
75-84 years,4,2015-2019,2019,  ,United States,14184
75-84 years,5,2015-2019,2019,  ,United States,14199
75-84 years,6,2015-2019,2019,  ,United States,14228
75-84 years,7,2015-2019,2019,  ,United States,14155
75-84 years,8,2015-2019,2019,  ,United States,14108
75-84 years,9,2015-2019,2019,  ,United States,13992
75-84 years,10,2015-2019,2019,  ,United States,14038
75-84 years,11,2015-2019,2019,  ,United States,13964
75-84 years,12,2015-2019,2019,  ,United States,13761
75-84 years,13,2015-2019,2019,  ,United States,13815
75-84 years,14,2015-2019,2019,  ,United States,13921
75-84 years,15,2015-2019,2019,  ,United States,13557
75-84 years,16,2015-2019,2019,  ,United States,13137
75-84 years,17,2015-2019,2019,  ,United States,13066
75-84 years,18,2015-2019,2019,  ,United States,12967
75-84 years,19,2015-2019,2019,  ,United States,13132
75-84 years,20,2015-2019,2019,  ,United States,12980
75-84 years,21,2015-2019,2019,  ,United States,13069
75-84 years,22,2015-2019,2019,  ,United States,12523
75-84 years,23,2015-2019,2019,  ,United States,12644
75-84 years,24,2015-2019,2019,  ,United States,12593
75-84 years,25,2015-2019,2019,  ,United States,12514
75-84 years,26,2015-2019,2019,  ,United States,12488
75-84 years,27,2015-2019,2019,  ,United States,12409
75-84 years,28,2015-2019,2019,  ,United States,12365
75-84 years,29,2015-2019,2019,  ,United States,12258
75-84 years,30,2015-2019,2019,  ,United States,12312
75-84 years,31,2015-2019,2019,  ,United States,12307
75-84 years,32,2015-2019,2019,  ,United States,12304
75-84 years,33,2015-2019,2019,  ,United States,12124
75-84 years,34,2015-2019,2019,  ,United States,12228
75-84 years,35,2015-2019,2019,  ,United States,12297
75-84 years,36,2015-2019,2019,  ,United States,12362
75-84 years,37,2015-2019,2019,  ,United States,12495
75-84 years,38,2015-2019,2019,  ,United States,12394
75-84 years,39,2015-2019,2019,  ,United States,12692
75-84 years,40,2015-2019,2019,  ,United States,12607
75-84 years,41,2015-2019,2019,  ,United States,12821
75-84 years,42,2015-2019,2019,  ,United States,12981
75-84 years,43,2015-2019,2019,  ,United States,13203
75-84 years,44,2015-2019,2019,  ,United States,13228
75-84 years,45,2015-2019,2019,  ,United States,13237
75-84 years,46,2015-2019,2019,  ,United States,13534
75-84 years,47,2015-2019,2019,  ,United States,13646
75-84 years,48,2015-2019,2019,  ,United States,13522
75-84 years,49,2015-2019,2019,  ,United States,14029
75-84 years,50,2015-2019,2019,  ,United States,14023
75-84 years,51,2015-2019,2019,  ,United States,14069
75-84 years,52,2015-2019,2019,  ,United States,14162
75-84 years,1,2015-2019,2018,  ,United States,15735
75-84 years,2,2015-2019,2018,  ,United States,16022
75-84 years,3,2015-2019,2018,  ,United States,15534
75-84 years,4,2015-2019,2018,  ,United States,15067
75-84 years,5,2015-2019,2018,  ,United States,14526
75-84 years,6,2015-2019,2018,  ,United States,14815
75-84 years,7,2015-2019,2018,  ,United States,14306
75-84 years,8,2015-2019,2018,  ,United States,13763
75-84 years,9,2015-2019,2018,  ,United States,13571
75-84 years,10,2015-2019,2018,  ,United States,13576
75-84 years,11,2015-2019,2018,  ,United States,13459
75-84 years,12,2015-2019,2018,  ,United States,13259
75-84 years,13,2015-2019,2018,  ,United States,13090
75-84 years,14,2015-2019,2018,  ,United States,13081
75-84 years,15,2015-2019,2018,  ,United States,13241
75-84 years,16,2015-2019,2018,  ,United States,12755
75-84 years,17,2015-2019,2018,  ,United States,12920
75-84 years,18,2015-2019,2018,  ,United States,12711
75-84 years,19,2015-2019,2018,  ,United States,12236
75-84 years,20,2015-2019,2018,  ,United States,12078
75-84 years,21,2015-2019,2018,  ,United States,12081
75-84 years,22,2015-2019,2018,  ,United States,12070
75-84 years,23,2015-2019,2018,  ,United States,12096
75-84 years,24,2015-2019,2018,  ,United States,11952
75-84 years,25,2015-2019,2018,  ,United States,12001
75-84 years,26,2015-2019,2018,  ,United States,11900
75-84 years,27,2015-2019,2018,  ,United States,12188
75-84 years,28,2015-2019,2018,  ,United States,12072
75-84 years,29,2015-2019,2018,  ,United States,11850
75-84 years,30,2015-2019,2018,  ,United States,11810
75-84 years,31,2015-2019,2018,  ,United States,12020
75-84 years,32,2015-2019,2018,  ,United States,11996
75-84 years,33,2015-2019,2018,  ,United States,11861
75-84 years,34,2015-2019,2018,  ,United States,12081
75-84 years,35,2015-2019,2018,  ,United States,11889
75-84 years,36,2015-2019,2018,  ,United States,11904
75-84 years,37,2015-2019,2018,  ,United States,12016
75-84 years,38,2015-2019,2018,  ,United States,12305
75-84 years,39,2015-2019,2018,  ,United States,12207
75-84 years,40,2015-2019,2018,  ,United States,12578
75-84 years,41,2015-2019,2018,  ,United States,12208
75-84 years,42,2015-2019,2018,  ,United States,12803
75-84 years,43,2015-2019,2018,  ,United States,13044
75-84 years,44,2015-2019,2018,  ,United States,12735
75-84 years,45,2015-2019,2018,  ,United States,12954
75-84 years,46,2015-2019,2018,  ,United States,13166
75-84 years,47,2015-2019,2018,  ,United States,13125
75-84 years,48,2015-2019,2018,  ,United States,13356
75-84 years,49,2015-2019,2018,  ,United States,13499
75-84 years,50,2015-2019,2018,  ,United States,13520
75-84 years,51,2015-2019,2018,  ,United States,13749
75-84 years,52,2015-2019,2018,  ,United States,13843
75-84 years,1,2015-2019,2017,,United States,14030
75-84 years,2,2015-2019,2017,  ,United States,14186
75-84 years,3,2015-2019,2017,  ,United States,14051
75-84 years,4,2015-2019,2017,  ,United States,13742
75-84 years,5,2015-2019,2017,  ,United States,13785
75-84 years,6,2015-2019,2017,  ,United States,13832
75-84 years,7,2015-2019,2017,  ,United States,13704
75-84 years,8,2015-2019,2017,  ,United States,13756
75-84 years,9,2015-2019,2017,  ,United States,13461
75-84 years,10,2015-2019,2017,  ,United States,13707
75-84 years,11,2015-2019,2017,  ,United States,13454
75-84 years,12,2015-2019,2017,  ,United States,13241
75-84 years,13,2015-2019,2017,  ,United States,13087
75-84 years,14,2015-2019,2017,  ,United States,12977
75-84 years,15,2015-2019,2017,  ,United States,12934
75-84 years,16,2015-2019,2017,  ,United States,12239
75-84 years,17,2015-2019,2017,  ,United States,12420
75-84 years,18,2015-2019,2017,  ,United States,12399
75-84 years,19,2015-2019,2017,  ,United States,12275
75-84 years,20,2015-2019,2017,  ,United States,12287
75-84 years,21,2015-2019,2017,  ,United States,11876
75-84 years,22,2015-2019,2017,  ,United States,11920
75-84 years,23,2015-2019,2017,  ,United States,11897
75-84 years,24,2015-2019,2017,  ,United States,11835
75-84 years,25,2015-2019,2017,  ,United States,11698
75-84 years,26,2015-2019,2017,  ,United States,11830
75-84 years,27,2015-2019,2017,  ,United States,11517
75-84 years,28,2015-2019,2017,  ,United States,11615
75-84 years,29,2015-2019,2017,  ,United States,11737
75-84 years,30,2015-2019,2017,  ,United States,11403
75-84 years,31,2015-2019,2017,  ,United States,11600
75-84 years,32,2015-2019,2017,  ,United States,11472
75-84 years,33,2015-2019,2017,  ,United States,11627
75-84 years,34,2015-2019,2017,  ,United States,11624
75-84 years,35,2015-2019,2017,  ,United States,11855
75-84 years,36,2015-2019,2017,  ,United States,11754
75-84 years,37,2015-2019,2017,  ,United States,11947
75-84 years,38,2015-2019,2017,  ,United States,11908
75-84 years,39,2015-2019,2017,  ,United States,11848
75-84 years,40,2015-2019,2017,  ,United States,12210
75-84 years,41,2015-2019,2017,  ,United States,12126
75-84 years,42,2015-2019,2017,  ,United States,12230
75-84 years,43,2015-2019,2017,  ,United States,12571
75-84 years,44,2015-2019,2017,  ,United States,12593
75-84 years,45,2015-2019,2017,  ,United States,12457
75-84 years,46,2015-2019,2017,  ,United States,12619
75-84 years,47,2015-2019,2017,  ,United States,12912
75-84 years,48,2015-2019,2017,  ,United States,12869
75-84 years,49,2015-2019,2017,  ,United States,13151
75-84 years,50,2015-2019,2017,  ,United States,13745
75-84 years,51,2015-2019,2017,  ,United States,14113
75-84 years,52,2015-2019,2017,  ,United States,14482
75-84 years,1,2015-2019,2016,,United States,13103
75-84 years,2,2015-2019,2016,,United States,13154
75-84 years,3,2015-2019,2016,,United States,13055
75-84 years,4,2015-2019,2016,,United States,13330
75-84 years,5,2015-2019,2016,,United States,12999
75-84 years,6,2015-2019,2016,,United States,13034
75-84 years,7,2015-2019,2016,,United States,13187
75-84 years,8,2015-2019,2016,,United States,12989
75-84 years,9,2015-2019,2016,,United States,13072
75-84 years,10,2015-2019,2016,,United States,13097
75-84 years,11,2015-2019,2016,,United States,12542
75-84 years,12,2015-2019,2016,,United States,12625
75-84 years,13,2015-2019,2016,,United States,12603
75-84 years,14,2015-2019,2016,,United States,12664
75-84 years,15,2015-2019,2016,,United States,12291
75-84 years,16,2015-2019,2016,,United States,12459
75-84 years,17,2015-2019,2016,,United States,11917
75-84 years,18,2015-2019,2016,,United States,11947
75-84 years,19,2015-2019,2016,,United States,11793
75-84 years,20,2015-2019,2016,,United States,11666
75-84 years,21,2015-2019,2016,,United States,11756
75-84 years,22,2015-2019,2016,,United States,11305
75-84 years,23,2015-2019,2016,,United States,11457
75-84 years,24,2015-2019,2016,,United States,11348
75-84 years,25,2015-2019,2016,,United States,11576
75-84 years,26,2015-2019,2016,,United States,11568
75-84 years,27,2015-2019,2016,,United States,11292
75-84 years,28,2015-2019,2016,,United States,11424
75-84 years,29,2015-2019,2016,,United States,11377
75-84 years,30,2015-2019,2016,,United States,11429
75-84 years,31,2015-2019,2016,,United States,11293
75-84 years,32,2015-2019,2016,,United States,11508
75-84 years,33,2015-2019,2016,,United States,11573
75-84 years,34,2015-2019,2016,,United States,11356
75-84 years,35,2015-2019,2016,,United States,11566
75-84 years,36,2015-2019,2016,,United States,11607
75-84 years,37,2015-2019,2016,,United States,11459
75-84 years,38,2015-2019,2016,,United States,11382
75-84 years,39,2015-2019,2016,,United States,11516
75-84 years,40,2015-2019,2016,,United States,11820
75-84 years,41,2015-2019,2016,,United States,12150
75-84 years,42,2015-2019,2016,,United States,11973
75-84 years,43,2015-2019,2016,,United States,12129
75-84 years,44,2015-2019,2016,,United States,12053
75-84 years,45,2015-2019,2016,,United States,12178
75-84 years,46,2015-2019,2016,,United States,12398
75-84 years,47,2015-2019,2016,,United States,12345
75-84 years,48,2015-2019,2016,,United States,12590
75-84 years,49,2015-2019,2016,,United States,12811
75-84 years,50,2015-2019,2016,,United States,12938
75-84 years,51,2015-2019,2016,,United States,13329
75-84 years,52,2015-2019,2016,,United States,13548
75-84 years,1,2015-2019,2015,,United States,14795
75-84 years,2,2015-2019,2015,,United States,14595
75-84 years,3,2015-2019,2015,,United States,14204
75-84 years,4,2015-2019,2015,,United States,13754
75-84 years,5,2015-2019,2015,,United States,13717
75-84 years,6,2015-2019,2015,,United States,13570
75-84 years,7,2015-2019,2015,,United States,13651
75-84 years,8,2015-2019,2015,,United States,13427
75-84 years,9,2015-2019,2015,,United States,13176
75-84 years,10,2015-2019,2015,,United States,12969
75-84 years,11,2015-2019,2015,,United States,12807
75-84 years,12,2015-2019,2015,,United States,12772
75-84 years,13,2015-2019,2015,,United States,12502
75-84 years,14,2015-2019,2015,,United States,12287
75-84 years,15,2015-2019,2015,,United States,12613
75-84 years,16,2015-2019,2015,,United States,12300
75-84 years,17,2015-2019,2015,,United States,12334
75-84 years,18,2015-2019,2015,,United States,12064
75-84 years,19,2015-2019,2015,,United States,11876
75-84 years,20,2015-2019,2015,,United States,11503
75-84 years,21,2015-2019,2015,,United States,11587
75-84 years,22,2015-2019,2015,,United States,11509
75-84 years,23,2015-2019,2015,,United States,11656
75-84 years,24,2015-2019,2015,,United States,11281
75-84 years,25,2015-2019,2015,,United States,11312
75-84 years,26,2015-2019,2015,,United States,11490
75-84 years,27,2015-2019,2015,,United States,11284
75-84 years,28,2015-2019,2015,,United States,11534
75-84 years,29,2015-2019,2015,,United States,11290
75-84 years,30,2015-2019,2015,,United States,11333
75-84 years,31,2015-2019,2015,,United States,11104
75-84 years,32,2015-2019,2015,,United States,11096
75-84 years,33,2015-2019,2015,,United States,11405
75-84 years,34,2015-2019,2015,,United States,11241
75-84 years,35,2015-2019,2015,,United States,11172
75-84 years,36,2015-2019,2015,,United States,11322
75-84 years,37,2015-2019,2015,,United States,11220
75-84 years,38,2015-2019,2015,,United States,11392
75-84 years,39,2015-2019,2015,,United States,11506
75-84 years,40,2015-2019,2015,,United States,12043
75-84 years,41,2015-2019,2015,,United States,11575
75-84 years,42,2015-2019,2015,,United States,11862
75-84 years,43,2015-2019,2015,,United States,11698
75-84 years,44,2015-2019,2015,,United States,12120
75-84 years,45,2015-2019,2015,,United States,11904
75-84 years,46,2015-2019,2015,,United States,12189
75-84 years,47,2015-2019,2015,,United States,11957
75-84 years,48,2015-2019,2015,,United States,12172
75-84 years,49,2015-2019,2015,,United States,12524
75-84 years,50,2015-2019,2015,,United States,12314
75-84 years,51,2015-2019,2015,,United States,12574
75-84 years,52,2015-2019,2015,,United States,12380
75-84 years,1,2020,2020,  ,United States,14545
75-84 years,2,2020,2020,  ,United States,14729
75-84 years,3,2020,2020,  ,United States,14262
75-84 years,4,2020,2020,  ,United States,14402
75-84 years,5,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14146
75-84 years,6,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14445
75-84 years,7,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14361
75-84 years,8,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14339
75-84 years,9,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14439
75-84 years,10,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14558
75-84 years,11,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14180
75-84 years,12,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14634
75-84 years,13,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15566
75-84 years,14,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17764
75-84 years,15,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,19464
75-84 years,16,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18915
75-84 years,17,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18162
75-84 years,18,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16635
75-84 years,19,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16035
75-84 years,20,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15295
75-84 years,21,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14448
75-84 years,22,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14116
75-84 years,23,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13739
75-84 years,24,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13529
75-84 years,25,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13712
75-84 years,26,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13797
75-84 years,27,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13912
75-84 years,28,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14360
75-84 years,29,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14905
75-84 years,30,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15408
75-84 years,31,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15465
75-84 years,32,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15425
75-84 years,33,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15353
75-84 years,34,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15049
75-84 years,35,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14612
75-84 years,36,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14356
75-84 years,37,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14194
75-84 years,38,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14316
75-84 years,39,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14523
75-84 years,40,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14359
75-84 years,41,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14914
75-84 years,42,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14739
